1940,Les Welch and his Eight Beat Boys
1940,The Southern Jazz Group
1940,The Esquire Five
1940,霧島 昇･並木路子
1940,Jack Daly
1940,Crime Doctor
1950,Debbie Reynolds
1950,Eddy Howard
1950,Rosemary Clooney
1950,Fats Domino
1950,Doris Day
1950,Bill Haley & His Comets
1950,Yma Sumac
1950,Ritchie Valens
1950,Fred Buscaglione
1950,Vera Lynn
1950,Vic Damone
1950,Billy Lee Riley
1950,Buddy Holly & The Crickets
1950,Patience & Prudence
1950,Johnny Burnette
1950,Johnny Mathis
1950,The Mills Brothers
1950,Violeta Parra
1950,Pierre Schaeffer
1950,The Weavers
1950,Tom Lehrer
1950,Frankie Carle
1950,Gene Kelly
1950,Odetta
1950,Danny Kaye
1950,Annikki Tähti
1950,Johnny Carroll
1950,Link Wray & His Ray Men
1950,Lale Andersen
1950,Lou Busch
1950,Kipparikvartetti
1950,Charline Arthur
1950,The Robins
1950,Kenny Graham and His Satellites
1950,Various Artists
1950,トニー谷
1950,Paul Robeson
1950,Keely Smith
1950,Pearl Bailey
1950,Frankie Lymon and The Teenagers
1950,Patti Page
1950,Jo Stafford
1950,Anne Murray
1950,Burl Ives
1950,Buddy Knox
1950,Gene Autry
1950,The Tokens
1950,The Skyliners
1950,Frankie Laine
1950,The McGuire Sisters
1950,Kay Kyser
1950,Martha Tilton
1950,Dick Haymes
1950,Lefty Frizzell
1950,Tennessee Ernie Ford
1950,Skeeter Davis
1950,Emeralds
1950,Helen Kane
1950,Zarah Leander
1950,Benny Golson
1950,Quartetto Cetra
1950,Milt Buckner
1950,Al Jolson
1950,Ethel Waters
1950,Sophie Tucker
1950,The Clovers
1950,Don Ellis
1950,Jeri Southern
1950,Utah Phillips
1950,Don Nelson
1950,Alvin and The Chipmunks
1950,Zangeres Zonder Naam
1950,Blue Diamonds
1950,Frankie Valli
1950,Benny Goodman & His Orchestra
1950,Carmen Ghia & The Hotrods
1950,Little Red
1950,Tapio Rautavaara
1950,Reino Helismaa
1950,The Haircuts
1950,Paul Whiteman
1950,Janis Martin
1950,Curtis Mayfield & The Impressions
1950,Marilyn Monroe & Jane Russell
1950,Victoria Spivey
1950,Harmony Sisters
1950,Bill Doggett
1950,The Royal Teens
1950,Jane Froman
1950,Rudy Vallee
1950,Little Willie John
1950,The Micragirls
1950,The Blue Diamonds
1950,The Teddy Bears
1950,Peggy Seeger
1950,Olavi Virta
1950,Henry Theel
1950,Coxsone Dodd
1950,Charlie Haden Quartet West
1950,George Wallington
1950,Joe Harriott
1950,LaVern Baker
1950,The Quarrymen
1950,Kenny Ball
1950,Jerry Lewis
1950,Litto Nebbia
1950,The Jesters
1950,Mae West
1950,Arne Domnérus
1950,The Jud Conlon Chorus
1950,Metro-Tytöt
1950,Georg Malmstén
1950,Laila Kinnunen
1950,Erkki Junkkarinen
1950,Esa Pakarinen
1950,Veikko Lavi
1950,Four Cats
1950,Georg Ots
1950,Diana Decker
1950,Gerhard Wendland
1950,Jimmy Boyd
1950,Микаэл Таривердиев
1950,Dodo Marmarosa
1950,生田恵子
1950,Ikuta Keiko
1950,Toni Tani
1950,Tony Tani
1950,Errol Nakao & Japanese Modernaires Orchestra
1950,The All-Star Orchestra
1950,The Tokyo Serenaders
1950,Brødrene Löwenstierne
1950,Sondi Sodsai
1950,Sweet Tooth
1950,Mondo Cane
1950,Richard Maxfield
1950,Harry Breuer and His Quintet
1950,Walter Goncalvez
